% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.115214	1	4	4	3.36092e-11	70854.5	0
0.116214	1	1	2	6.78466e-11	143033	0
0.116214	1	2	1	3.36092e-11	70854.5	0
0.116214	1	3	3	3.36092e-11	70854.5	0
0.116214	1	4	4	3.36092e-11	70854.5	0
0.117214	1	1	2	6.78521e-11	143045	0
0.117214	1	2	1	3.36092e-11	70854.5	0
0.117214	1	3	3	3.36092e-11	70854.5	0
0.117214	1	4	4	3.36092e-11	70854.5	0
0.118214	1	1	2	6.78575e-11	143056	0
0.118214	1	2	1	3.36092e-11	70854.5	0
0.118214	1	3	3	3.36092e-11	70854.5	0
0.118214	1	4	4	3.36092e-11	70854.5	0
0.119214	1	1	2	6.7863e-11	143068	0
0.119214	1	2	1	3.36092e-11	70854.5	0
0.119214	1	3	3	3.36092e-11	70854.5	0
0.119214	1	4	4	3.36092e-11	70854.5	0
0.120214	1	1	2	6.78685e-11	143079	0
0.120214	1	2	1	3.36092e-11	70854.5	0
0.120214	1	3	3	3.36092e-11	70854.5	0
0.120214	1	4	4	3.36092e-11	70854.5	0
0.121214	1	1	2	6.78739e-11	143091	0
0.121214	1	2	1	3.36092e-11	70854.5	0
0.121214	1	3	3	3.36092e-11	70854.5	0
0.121214	1	4	4	3.36092e-11	70854.5	0
0.122214	1	1	2	6.78794e-11	143102	0
0.122214	1	2	1	3.36092e-11	70854.5	0
0.122214	1	3	3	3.36092e-11	70854.5	0
0.122214	1	4	4	3.36092e-11	70854.5	0
0.123214	1	1	2	6.78848e-11	143114	0
0.123214	1	2	1	3.36092e-11	70854.5	0
0.123214	1	3	3	3.36092e-11	70854.5	0
0.123214	1	4	4	3.36092e-11	70854.5	0
0.124214	1	1	2	6.78903e-11	143125	0
0.124214	1	2	1	3.36092e-11	70854.5	0
0.124214	1	3	3	3.36092e-11	70854.5	0
0.124214	1	4	4	3.36092e-11	70854.5	0
0.125214	1	1	2	6.78957e-11	143137	0
0.125214	1	2	1	3.36092e-11	70854.5	0
0.125214	1	3	3	3.36092e-11	70854.5	0
